Ort,Datum,Mindestangabe Teilnehmerzahl,Höchstangabe Teilnehmerzahl,Link zum Bericht
Rosenheim,02.02.2024,750.0,1000.0,https://www.rosenheim24.de/rosenheim/rosenheim-stadt/demo-gegen-rechts-rosenheim-probleme-polizei-salingarten-protest-demonstration-92813221.html?cua_uuid=3ba64d24-6d4b-c370-f2ec-82b8f02afec2&utm_source=ro24_menu&utm_medium=ro24_link&utm_campaign=ro24_menu&utm_term=92813221&utm_content=demo-gegen-rechts-rosenheim-probleme-polizei-salingarten-protest-demonstration&_=REunyLgYWe
Salzwedel,02.02.2024,300.0,,https://www.mdr.de/nachrichten/sachsen-anhalt/stendal/salzwedel/demo-gegen-rechtsextremismus-schueler-102.html
Schwarzenbruck,02.02.2024,500.0,,https://www.nn.de/region/nuernberger-land/hotspot-der-hetze-was-die-demo-in-schwarzenbruck-zu-einer-besonderen-macht-1.14017506
Simmern/Hunsrück,02.02.2024,4000.0,,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-afd-veranstaltung-im-hunsrueck-mehr-als-3-000-demonstrierende-erwartet-100.html
Speyer,02.02.2024,4500.0,,"https://www.schwetzinger-zeitung.de/orte/speyer_artikel,-speyer-fuer-die-demokratie-in-speyer-wird-gegen-rechts-demonstriert-_arid,2172402.html"
Stadtsteinach,02.02.2024,150.0,,https://www.frankenpost.de/inhalt.demo-am-freitagabend-stadtsteinach-zeigt-sich-bunt.ec0b6db7-cd52-433f-9d23-67fa9cc683e0.html
Sundern,02.02.2024,1300.0,,https://www.wp.de/staedte/arnsberg/sunderner-buerger-gehen-fuer-demokratie-auf-die-strasse-id241566958.html
Trier,02.02.2024,1000.0,,https://www.swr.de/swraktuell/rheinland-pfalz/trier/demo-in-trier-gegen-interne-partei-veranstaltung-der-afd-100.html
Viersen,02.02.2024,3000.0,,https://rp-online.de/nrw/staedte/viersen/viersen-hunderte-demonstrieren-fuer-demokratie_aid-106195863
Vlotho,02.02.2024,500.0,,https://www.nw.de/lokal/kreis_herford/vlotho/23772016_Protest-gegen-rechts-Rund-500-Menschen-gehen-in-Vlotho-auf-die-Strasse.html
Waghäusel,02.02.2024,1000.0,,https://bnn.de/kraichgau/bruchsal/waghaeusel/gemeinsam-gegen-rechts-doppelte-menschenkette-um-das-rathaus-in-waghaeusel
Waltershausen,02.02.2024,200.0,,https://www.thueringer-allgemeine.de/regionen/gotha/article241566124/Nie-wieder-ist-jetzt-Kleinstadt-im-Kreis-Gotha-zeigt-Gesicht.html
Wolfsburg,02.02.2024,500.0,,https://www.waz-online.de/lokales/wolfsburg/live-vor-wolfsburger-rathaus-500-menschen-demonstrieren-gegen-rechts-US2HSHVNZFB35HTX6RSNEWRIAM.html
Aalen,03.02.2024,5000.0,,https://www.schwaebische-post.de/ostalb/aalen/stadt-aalen/nie-wieder-ist-jetzt-demo-gegen-rechts-in-aalen-92812680.html
Adenau,03.02.2024,1000.0,,
Ahaus,03.02.2024,6000.0,,https://www.muensterlandzeitung.de/ahaus/demo-gegen-rechtsextremismus-tausende-setzen-in-ahaus-ein-starkes-zeichen-w838932-p-9001049062/
Ahrensburg,03.02.2024,,,https://www.shz.de/lokales/bargteheide-ahrensburg/artikel/ahrensburg-immer-mehr-teilnehmer-bei-omas-gegen-rechts-46395457
Aken,03.02.2024,150.0,,https://www.mz.de/lokal/koethen/kundgebung-nach-schmierereien-in-aken-redner-verurteilen-rechtsextremismus-und-gewalt-3780483
Altena,03.02.2024,500.0,,https://lokalstimme.de/blog/2024/02/03/altena-steht-auf-500-menschen-demonstrieren-gegen-faschismus/
Aschaffenburg,03.02.2024,1400.0,,https://www.primavera24.de/aktuelles/news/demo-gegen-rechtsextremismus-in-aschaffenburg
Augsburg,03.02.2024,25000.0,30000.0,https://www.donaukurier.de/nachrichten/bayern/polizei-25000-bei-demo-gegen-rechts-in-augsburg-15359567
Bad Berleburg/Wittgenstein,03.02.2024,600.0,,https://www.siegener-zeitung.de/lokales/wittgenstein/demo-in-bad-berleburg-wittgenstein-zeigt-flagge-gegen-rechts-BLHVOZHRSRF4HLYX4GZ7XXDSA4.html
Bad Hersfeld,03.02.2024,3000.0,,"https://www.hessenschau.de/gesellschaft/tausende-gehen-in-hessen-erneut-fuer-demokratie-und-gegen-rechtsextremismus-auf-die-strasse-v5,proteste-fuer-demokratie-gegen-rechts-100.html"
Bad Nauheim,03.02.2024,2000.0,,"https://www.hessenschau.de/gesellschaft/tausende-gehen-in-hessen-erneut-fuer-demokratie-und-gegen-rechtsextremismus-auf-die-strasse-v5,proteste-fuer-demokratie-gegen-rechts-100.html"
Bad Oeynhausen ,03.02.2024,400.0,,https://www.westfalen-blatt.de/owl/kreis-minden-luebbecke/bad-oeynhausen/demonstration-protest-demokratie-menschenwuerde-vielfalt-2913043?pid=true
Bad Segeberg,03.02.2024,1500.0,,https://www.ln-online.de/lokales/segeberg/mehr-als-1500-teilnehmer-zeigen-flagge-gegen-rechts-in-bad-segeberg-A75PFNTNKVD5FH2HKFB2LJDJTI.html
Bad Wimpfen,03.02.2024,600.0,,https://www.stimme.de/regional/landkreis-heilbronn/nachrichten/demo-gegen-rechtsextremismus-bad-wimpfen-samstag-art-4885397
Bergen auf Rügen,03.02.2024,300.0,,"https://www.ndr.de/nachrichten/mecklenburg-vorpommern/Ruegen-Demonstration-in-Bergen-gegen-Rechtsextremismus-,kurzmeldungmv14120.html"
Berlin,03.02.2024,150000.0,300000.0,https://www.tagesschau.de/inland/demos-gegen-rechts-112.html
Berlin-Spandau,03.02.2024,,,
Birkenfeld,03.02.2024,500.0,,https://www.lampertheimer-zeitung.de/politik/politik-rheinland-pfalz/tausende-demonstrieren-in-rheinland-pfalz-gegen-rechts-3275028
Brake,03.02.2024,800.0,,"https://www.ndr.de/nachrichten/niedersachsen/Niedersachsen-Menschen-gehen-gegen-Rechtsextremismus-auf-die-Strasse,rechtspopulismus106.html"
Bretten - Alice Weidel zu Besuch,03.02.2024,1500.0,,https://bnn.de/kraichgau/bretten/live-ticker-auftritt-von-afd-chefin-alice-weidel-in-bretten-und-mahnwache
Brunsbüttel,03.02.2024,1000.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Kein-Marzipan-fuer-Nazis-Tausende-demonstrieren-in-Luebeck,demo4184.html"
Burg (Dithmarschen),03.02.2024,250.0,300.0,
Dahlenburg,03.02.2024,160.0,,https://www.landeszeitung.de/lokales/lueneburg-lk/dahlenburg/demo-gegen-rechts-in-dahlenburg-160-menschen-gehen-auf-die-strasse-L3KMIZNYZRGSZKKNC6DJBC4ZYQ.html
Dahn,03.02.2024,350.0,,https://www.lampertheimer-zeitung.de/politik/politik-rheinland-pfalz/tausende-demonstrieren-in-rheinland-pfalz-gegen-rechts-3275028
Darmstadt,03.02.2024,4000.0,,"https://www.hessenschau.de/gesellschaft/tausende-gehen-in-hessen-erneut-fuer-demokratie-und-gegen-rechtsextremismus-auf-die-strasse-v2,proteste-fuer-demokratie-gegen-rechts-100.html"
Ditzingen,03.02.2024,500.0,900.0,https://www.stuttgarter-zeitung.de/inhalt.demo-fuer-demokratie-und-gegen-rechtsextremismus-auch-in-ditzingen-gehen-die-menschen-auf-die-strasse.f9251ff4-a1aa-4c02-bb5f-3fce3e372e5b.html
Dresden,03.02.2024,30000.0,,https://www.mdr.de/nachrichten/sachsen/ticker-demo-demokratie-rechtsextremismus-afd-dresden-100.html
Duisburg,03.02.2024,500.0,,https://www.waz.de/staedte/duisburg/omas-und-kinder-gegen-rechts-500-demonstrieren-in-duisburg-id241569406.html
Eckental,03.02.2024,400.0,,https://www.wochenklick.de/eckental/c-lokales/demo-fuer-demokratie_a18427
Edemissen,03.02.2024,450.0,,https://www.paz-online.de/lokales/peine-lk/edemissen/bildergalerie-von-der-edemisser-kundgebung-gegen-rechts-3BQEQZB3VNHGZB4OSK7NGKYCWQ.html
Eisenach,03.02.2024,2000.0,,https://www.thueringer-allgemeine.de/regionen/wartburgkreis/article241570656/Tausende-stehen-bei-Demo-in-Eisenach-fuer-gemeinsame-Werte-zusammen.html
Erkelenz,03.02.2024,1500.0,3000.0,https://www.aachener-zeitung.de/lokales/region-heinsberg/erkelenz/erkelenzer-demonstrieren-gegen-rechtsextremismus/7963352.html
Eutin,03.02.2024,2000.0,,https://www.ln-online.de/lokales/ostholstein/eutin-demo-gegen-rechts-2000-menschen-protestieren-gegen-die-afd-FZJYWSOX4VE7ZI3QMPEQKGVX6Q.html
Falkensee,03.02.2024,1000.0,,https://www.rbb24.de/politik/beitrag/2024/02/demonstrationen-brandenburg-rechtsextremismus-menschenkette-bran.html
Föhr,03.02.2024,1500.0,,https://www.shz.de/lokales/amrum-foehr-halligen/artikel/demo-gegen-rechts-mehr-als-1500-menschen-nahmen-auf-foehr-teil-46393331
Freiburg im Breisgau,03.02.2024,30000.0,35000.0,https://www.badische-zeitung.de/groesste-demo-in-freiburgs-nachkriegsgeschichte-mehr-als-30-000-menschen-gegen-rechtsextremismus
Friedrichstadt,03.02.2024,250.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Demos-gegen-Rechtsextremismus-Wo-protestiert-wird,demogegenrechts124.html"
Georgsmarienhütte,03.02.2024,2500.0,,"https://www.ndr.de/nachrichten/niedersachsen/Niedersachsen-Menschen-gehen-gegen-Rechtsextremismus-auf-die-Strasse,rechtspopulismus106.html"
Gerolzhofen,03.02.2024,600.0,,https://www.mainpost.de/regional/schweinfurt/fuer-demokratie-und-gegen-rechtsextremismus-600-menschen-zeigten-flagge-bei-kundgebung-in-gerolzhofen-art-11378466
Gifhorn,03.02.2024,2000.0,,https://www.braunschweiger-zeitung.de/gifhorn/article241569864/Mehr-als-2000-Gifhorner-bei-Demo-gegen-Rechts.html
Glauchau,03.02.2024,375.0,,https://www.tag24.de/nachrichten/regionales/sachsen/zwickau/anti-afd-demo-in-glauchau-rassisten-sind-keine-alternative-3087366
Gransee,03.02.2024,300.0,,https://www.rbb24.de/politik/beitrag/2024/02/demonstrationen-brandenburg-rechtsextremismus-menschenkette-bran.html
Greiz,03.02.2024,580.0,800.0,https://www.otz.de/regionen/greiz/article241570586/Demo-gegen-Rechts-in-Greiz-Wir-lassen-uns-die-Demokratie-nicht-nehmen.html
Groß Gerau,03.02.2024,400.0,1000.0,https://www.echo-online.de/lokales/kreis-gross-gerau/gross-gerau/mehr-als-1000-teilnehmer-bei-demo-gegen-rechts-in-gross-gerau-3280586
Günzburg,03.02.2024,2000.0,,
Halle (Saale),03.02.2024,1300.0,,https://www.mz.de/lokal/halle-saale/demonstration-rechtsextremismus-in-halle-hand-in-hand-gegen-rechts-3780473
Hamburg-St.Pauli,03.02.2024,7000.0,14000.0,https://www.zeit.de/gesellschaft/zeitgeschehen/2024-02/demonstrationen-gegen-rechtsextremismus-proteste-live
Hamminkeln,03.02.2024,600.0,,https://www.bbv-net.de/Lokales/Hamminkeln/Ueber-600-Hamminkelner-demonstrieren-gegen-Extremismus-435884.html
Hannover,03.02.2024,7000.0,10000.0,"https://www.ndr.de/nachrichten/niedersachsen/Niedersachsen-Menschen-gehen-gegen-Rechtsextremismus-auf-die-Strasse,rechtspopulismus106.html"
Hattersheim,03.02.2024,400.0,,
Hattingen,03.02.2024,500.0,,https://www.waz.de/staedte/hattingen/hattingens-bunte-anwort-auf-rechte-parolen-id241570598.html
Heide,03.02.2024,800.0,1000.0,"https://www.ndr.de/nachrichten/schleswig-holstein/Kein-Marzipan-fuer-Nazis-Tausende-demonstrieren-in-Luebeck,demo4184.html"
Heimerzheim,03.02.2024,500.0,,https://ga.de/region/voreifel-und-vorgebirge/meckenheim/tausende-demonstrieren-in-meckenheim-und-swisttal-gegen-rechts_aid-106398557
Henrichenburg,03.02.2024,130.0,,
Herdecke,03.02.2024,500.0,,https://www.ruhrnachrichten.de/regionales/nrw-bei-demonstrationen-gegen-rechts-schon-vormittags-tausende-auf-den-strassen-w839339-2001090727/
Jena,03.02.2024,4000.0,,https://www.mdr.de/nachrichten/thueringen/demonstrationen-gegen-rechts-in-thueringen-100.html
Kaarst,03.02.2024,2300.0,,
Kamp-Lintfort,03.02.2024,1000.0,,https://rp-online.de/nrw/staedte/kamp-lintfort/kundgebung-kamp-lintfort-protest-gegen-rechtsextremismus_aid-106389809
Kappeln,03.02.2024,1000.0,,https://www.shz.de/lokales/kappeln/artikel/demo-gegen-rechts-in-kappeln-46392626
Kassel,03.02.2024,5000.0,8000.0,https://www.hna.de/kassel/fuer-grossdemo-viele-aufrufe-92810289.html
Kempten,03.02.2024,6350.0,,https://www.allgaeuer-zeitung.de/allgaeu/kempten/demo-gegen-rechts-in-kempten-teilnehmerzahl-und-infos-zum-demonstrationszug_arid-696104
Königs Wusterhausen,03.02.2024,1000.0,,https://www.rbb24.de/politik/beitrag/2024/02/demonstrationen-brandenburg-rechtsextremismus-menschenkette-bran.html
Korschenbroich,03.02.2024,800.0,,
Krefeld,03.02.2024,11000.0,,https://www.ruhrnachrichten.de/regionales/nrw-bei-demonstrationen-gegen-rechts-schon-vormittags-tausende-auf-den-strassen-w839339-2001090727/
Kronach,03.02.2024,2000.0,,https://www.np-coburg.de/inhalt.demonstration-in-kronach-ein-lautes-nein-aus-2000-kehlen.7d6ca36b-df4e-4df1-aabb-9551aa862a26.html
Ladenburg,03.02.2024,1300.0,,"https://www.mannheimer-morgen.de/metropolregion_artikel,-metropolregion-zehntausende-demonstrieren-gegen-rechts-auch-in-der-rhein-neckar-region-_arid,2172511.html"
Lahr,03.02.2024,4000.0,,https://www.schwarzwaelder-bote.de/inhalt.4000-menschen-zeigen-flagge-so-lief-die-grosse-demo-auf-dem-lahrer-rathausplatz.2af6a78b-4dba-44ef-92dd-c4a3d6b0e98a.html
Langenfeld,03.02.2024,4000.0,,https://rp-online.de/nrw/staedte/langenfeld/langenfeld-mehrere-tausend-leute-demonstrieren-fuer-die-demokratie_aid-106201181
Leer,03.02.2024,1000.0,,
Linz am Rhein,03.02.2024,500.0,,https://www.lampertheimer-zeitung.de/politik/politik-rheinland-pfalz/tausende-demonstrieren-in-rheinland-pfalz-gegen-rechts-3275028
Lörrach,03.02.2024,4000.0,,https://www.verlagshaus-jaumann.de/inhalt.loerrach-klare-haltung-gegen-hass.8960bb1b-6cda-4964-827f-1ee61b6c51be.html
Lüdenscheid,03.02.2024,1500.0,,https://www.come-on.de/luedenscheid/demo-luedenscheid-gegen-rechts-antisemitismus-starkes-zeichen-92813281.html
Ludwigshafen,03.02.2024,2200.0,3000.0,"https://www.mannheimer-morgen.de/metropolregion_artikel,-metropolregion-zehntausende-demonstrieren-gegen-rechts-auch-in-der-rhein-neckar-region-_arid,2172511.html"
Maintal,03.02.2024,300.0,,
Mainz,03.02.2024,10000.0,,https://www.swr.de/swraktuell/rheinland-pfalz/demos-gegen-rechts-in-ganz-rlp-am-wochenende-100.html
Meckenheim,03.02.2024,2500.0,,https://ga.de/region/voreifel-und-vorgebirge/meckenheim/tausende-demonstrieren-in-meckenheim-und-swisttal-gegen-rechts_aid-106398557
Meldorf,03.02.2024,,,
Meschede,03.02.2024,1300.0,,https://www.wp.de/staedte/meschede-und-umland/meschede-steht-auf-fuer-demokratie-und-gegen-hass-und-hetze-id241570954.html
Mettmann,03.02.2024,2000.0,,https://taeglich.me/mettmann/mettmann-ist-bunt-mehr-als-2000-waren-heute-an-start/
München,03.02.2024,,,
Murrhardt,03.02.2024,1000.0,,https://www.bkz.de/nachrichten/kundgebung-gegen-rechts-in-murrhardt-225146.html
Neu Isenburg,03.02.2024,,,
Neuburg,03.02.2024,2000.0,,https://www.donaukurier.de/lokales/landkreis-neuburg-schrobenhausen/ueber-2000-menschen-demonstrierten-in-neuburg-gegen-hass-und-rassismus-15360128
Neuwied,03.02.2024,3000.0,,https://www.lampertheimer-zeitung.de/politik/politik-rheinland-pfalz/tausende-demonstrieren-in-rheinland-pfalz-gegen-rechts-3275028
Nidderau,03.02.2024,1000.0,,https://www.gnz.de/lokales/main-kinzig-kreis/nidderau-demo-gegen-rechts-mit-1000-teilnehmern-WGGRNTEALZC3VBGNUVBHTEVTOM.html
Nürnberg ,03.02.2024,25000.0,,https://www.infranken.de/lk/nuernberg/nuernberg-mega-demo-gegen-rechts-sprengt-alle-erwartungen-25000-menschen-vor-ort-art-5826086
Plettenberg,03.02.2024,600.0,,https://www.come-on.de/lennetal/plettenberg/starkes-zeichen-600-teilnehmer-bei-demo-in-plettenberg-92812781.html
Potsdam,03.02.2024,2700.0,5000.0,https://www.rbb24.de/politik/beitrag/2024/02/demonstrationen-brandenburg-rechtsextremismus-menschenkette-bran.html
Prien,03.02.2024,500.0,,https://radio-charivari.de/nachrichten-aus-rosenheim-und-der-region/gegen-rechtsextremismus-friedliche-kundgebung-in-prien-rosenheimer-demozug-soll-vorerst-letzter-gewesen-sein
Regen ,03.02.2024,65.0,,
Regensburg,03.02.2024,1000.0,2000.0,https://www.idowa.de/regionen/woerth-und-regensburg/regensburg/menschen-gehen-in-regensburg-gegen-rechts-auf-die-strasse-3572521.html
Rheinfelden,03.02.2024,700.0,,
Rotenburg an der Fulda,03.02.2024,500.0,,https://www.hna.de/lokales/rotenburg-bebra/rotenburg-fulda-ort305317/bad-hersfeld-rotenburg-demo-protest-demonstration-rechte-hunderte-innenstadt-92812658.html
Saarbrücken,03.02.2024,10000.0,,https://www.sr.de/sr/home/nachrichten/politik_wirtschaft/demos_gegen_rechts_homburg_saarbruecken_st_wendel_100.html
Schloß-Holte Stukenbrock,03.02.2024,650.0,,https://www.westfalen-blatt.de/owl/kreis-guetersloh/schloss-holte-stukenbrock/demo-buergerpark-zeichen-demokratie-menschenwuerde-2913104?pid=true
Schönebeck,03.02.2024,300.0,,https://www.volksstimme.de/lokal/schoenebeck/demo-schoenebeck-rechtsextremismus-afd-protest-demokratie-politik-3780777
Schöneiche,03.02.2024,600.0,,https://www.rbb24.de/politik/beitrag/2024/02/demonstrationen-brandenburg-rechtsextremismus-menschenkette-bran.html
Schwelm,03.02.2024,2500.0,,https://www.ruhrnachrichten.de/regionales/nrw-bei-demonstrationen-gegen-rechts-schon-vormittags-tausende-auf-den-strassen-w839339-2001090727/
Seefeld (Gegendemo),03.02.2024,1000.0,,https://herrsching.online/2024/02/03/1000-buerger-aus-dem-fuenfseenland-demonstrieren-gegen-rechts/
Seesen,03.02.2024,1000.0,,https://www.beobachter-online.de/seesen/nachricht/id-1000-demonstrieren-in-seesen-gegen-rechts.html
Sendenhorst,03.02.2024,1000.0,,https://www.wn.de/muensterland/kreis-warendorf/sendenhorst/das-braune-gespenst-vertreiben-2913131?&npg
Sindelfingen,03.02.2024,1000.0,,https://www.stuttgarter-nachrichten.de/inhalt.demo-gegen-rechtsextremismus-in-sindelfingen-1000-menschen-setzen-in-sindelfingen-ein-zeichen-fuer-vielfalt.d3f4b4bc-a883-42bc-974a-faa167ca4e94.html
Sögel,03.02.2024,1000.0,,https://www.noz.de/lokales/soegel/galerie/zeichen-gegen-zerstoerung-der-demokratie-die-schoensten-bilder-von-der-demo-gegen-rechts-in-soegel-46387375
Sondershausen,03.02.2024,400.0,,https://www.thueringer-allgemeine.de/regionen/kyffhaeuserkreis/article241571702/400-Menschen-demonstrieren-in-Sondershausen-gegen-Rechtsextremismus.html?utm_term=Autofeed&utm_campaign=TAKyffh%EF%BF%BDuserkreis&utm_medium=social&tpcc=artikel_facebook_takyffhaeuserkreis&utm_source=Facebook#Echobox=1707010902
Stade,03.02.2024,600.0,,https://www.tageblatt.de/Nachrichten/Demo-in-Stade-600-Stimmen-gegen-Rechtsextremismus-381044.html
Stadtroda,03.02.2024,350.0,,https://www.otz.de/regionen/saale-holzland-kreis/article241571050/Demo-gegen-Rechts-im-Saale-Holzland-Mein-Vater-war-im-KZ.html
Stuttgart,03.02.2024,,,https://www.stuttgarter-zeitung.de/inhalt.aktionstag-von-stuttgart-gegen-rechts-demos-in-drei-stadtbezirken.500e3f89-83c0-4d11-b4cf-2bb677374251.html
Suhl,03.02.2024,250.0,,https://www.mdr.de/nachrichten/thueringen/demonstrationen-gegen-rechts-in-thueringen-100.html
Traunstein,03.02.2024,2500.0,,https://www.ovb-online.de/rosenheim/chiemgau/hunderte-buerger-beteiligen-sich-an-lichterkette-in-traunstein-92813511.html
Tuttlingen,03.02.2024,2500.0,,https://www.schwaebische.de/regional/tuttlingen/tuttlingen/tuttlingen-demonstriert-gegen-rechts-und-fuer-vielfalt-und-toleranz-2244038
Uetze,03.02.2024,300.0,,https://www.haz.de/lokales/umland/uetze/brandmauer-demo-in-uetze-rund-300-menschen-demonstrieren-gegen-rechts-KDKMBZ4QQ5HNLIWRK64VB2SGFY.html
Velbert,03.02.2024,2000.0,,https://www.waz.de/staedte/velbert/velbert-zeigt-haltung-mehr-als-2000-menschen-gegen-rechts-id241570610.html
Waldbröl,03.02.2024,400.0,,https://www.oberberg-aktuell.de/waldbroel/f--r-die-demokratie---gegen-hass--rassismus-und-ausgrenzung-a-99978
Wangen (Allgäu),03.02.2024,2500.0,,https://www.schwaebische.de/regional/allgaeu/wangen/grosse-resonanz-bei-demo-gegen-rechts-in-wangen-erwartet-2244954
Weikersheim,03.02.2024,1200.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/heilbronn/demo-in-bad-wimpfen-und-weikersheim-100.html
Weilheim,03.02.2024,5000.0,,https://www.merkur.de/lokales/weilheim/kreisbote/weilheimer-innenstadt-politisch-bunt-und-laut-vor-fasching-92812856.html
Wetzlar,03.02.2024,5500.0,,https://www.mittelhessen.de/nexx/videos-wetzlar-mittelhessen/5500-menschen-demonstrieren-in-wetzlar-gegen-rechts-3277847
Wiesloch,03.02.2024,2500.0,,"https://www.rnz.de/region/rhein-neckar_artikel,-Wiesloch-Rund-2500-demonstrierten-gegen-Rechtsextremismus-_arid,1275113.html"
Wittenberg (Lutherstadt),03.02.2024,1200.0,,
Wolfenbüttel,03.02.2024,2400.0,,"https://www.ndr.de/nachrichten/niedersachsen/Niedersachsen-Menschen-gehen-gegen-Rechtsextremismus-auf-die-Strasse,rechtspopulismus106.html"
Würselen,03.02.2024,500.0,,https://www.ruhrnachrichten.de/regionales/nrw-bei-demonstrationen-gegen-rechts-schon-vormittags-tausende-auf-den-strassen-w839339-2001090727/
Würzburg,03.02.2024,5000.0,,"https://www.br.de/nachrichten/deutschland-welt/demos-gegen-rechtsextremismus-in-nuernberg-augsburg-und-wuerzburg,U3EIWld"
Altenkirchen,04.02.2024,1400.0,,https://www.siegener-zeitung.de/lokales/altenkirchen/nieselregen-hielt-die-menschen-im-ak-land-nicht-ab-demo-gegen-rechts-in-der-kreisstadt-EHWYCV6T4JE4DITJV26OVJX7LU.html
Amberg,04.02.2024,4000.0,,"https://www.br.de/nachrichten/bayern/protestwelle-haelt-an-wieder-viele-demos-gegen-rechtsextremismus,U3KetIk"
Arnstadt,04.02.2024,250.0,,https://www.mdr.de/nachrichten/deutschland/politik/demos-rechtsextremismus-mitteldeutschland-100.html
Aue Bad-Schlema,04.02.2024,500.0,,https://www.freiepresse.de/erzgebirge/aue/aue-demonstration-gegen-rechts-und-fuer-demokratie-im-erzgebirge-verlaeuft-stoerungsfrei-artikel13235086
Augustdorf,04.02.2024,250.0,,"https://www.radiolippe.de/nachrichten/lippe/detailansicht/augustdorf-etwa-250-menschen-bei-demo-gegen-rechts.html#:~:text=Augustdorf%20hat%20am%20Wochenende%20ebenfalls,nach%20Polizeiangaben%20etwa%20250%20Menschen."
Bad Brückenau,04.02.2024,400.0,,"https://www.br.de/nachrichten/bayern/protestwelle-haelt-an-wieder-viele-demos-gegen-rechtsextremismus,U3KetIk"
Bad Kissingen,04.02.2024,1500.0,,"https://www.br.de/nachrichten/bayern/protestwelle-haelt-an-wieder-viele-demos-gegen-rechtsextremismus,U3KetIk"
Bad Reichenhall,04.02.2024,1200.0,,https://www.pnp.de/lokales/landkreis-berchtesgadener-land/1200-demonstranten-auf-reichenhaller-rathausplatz-bekennen-farbe-gegen-rechten-hass-15365372
Bad Windsheim,04.02.2024,600.0,,https://www.flz.de/600-menschen-bei-der-demo-in-bad-windsheim-keinerlei-stoerungen/cnt-id-ps-bcb41c8f-abdd-42d2-a973-3784294202a9
Bodenheim,04.02.2024,700.0,,
Bonn,04.02.2024,250.0,450.0,https://ga.de/bonn/vor-dem-rathaus-in-bonn-demonstrieren-hunderte-fuer-respekt_aid-106439009
Bremen,04.02.2024,16500.0,,https://www.weser-kurier.de/bremen/politik/bremen-demo-gegen-den-rechtsruck-polizei-meldet-16-500-teilnehmer-doc7tyuwbbuctj17ox36o9u
Büsum,04.02.2024,200.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Kein-Marzipan-fuer-Nazis-Tausende-demonstrieren-in-Luebeck,demo4184.html"
Dießen am Ammersee,04.02.2024,1900.0,,https://www.augsburger-allgemeine.de/ammersee/diessen-in-diessen-demonstrieren-1900-menschen-gegen-rechtsextremismus-id69331736.html
Dinkelsbühl,04.02.2024,1000.0,,"https://www.br.de/nachrichten/bayern/protestwelle-haelt-an-wieder-viele-demos-gegen-rechtsextremismus,U3KetIk"
Dippoldiswalde,04.02.2024,800.0,,https://www.saechsische.de/dippoldiswalde/demo-dipps-rechtsextremismus-5961984-plus.html
Edewecht,04.02.2024,300.0,,https://www.sueddeutsche.de/politik/extremismus-bremen-tausende-demonstrieren-gegen-rechts-dpa.urn-newsml-dpa-com-20090101-240202-99-850265
Eilenburg,04.02.2024,350.0,400.0,https://www.lvz.de/lokales/nordsachsen/eilenburg/eilenburg-400-leute-demonstrieren-fuer-demokratie-respekt-und-vielfalt-MXTOLIFQ4NB4FEAA4J7AQNBDTU.html
Elstal,04.02.2024,100.0,230.0,https://www.rbb24.de/politik/beitrag/2024/02/brandenburg-demos-rechtsextremismus-sonntag.html
Emmendingen,04.02.2024,4500.0,,https://www.badische-zeitung.de/live-blog-so-laeuft-die-demo-emmendingen-steht-auf
Emmerich,04.02.2024,2000.0,,https://rp-online.de/nrw/staedte/emmerich/2000-menschen-demonstrieren-in-emmerich-gegen-rechtsradikale_aid-106425485
Emsdetten,04.02.2024,5000.0,,https://www.mv-online.de/lokales/emsdetten/liveblog-zu-emsdetten-gegen-rechts-694011.html
Erding,04.02.2024,1600.0,,https://www.ed-live.de/nachrichten_details?id=171993
Forst (Lausitz),04.02.2024,400.0,,https://www.tagesschau.de/inland/regional/brandenburg/rbb-auch-am-sonntag-demos-in-brandenburg-gegen-rechtsextremismus-100.html
Freiberg,04.02.2024,600.0,,https://www.sueddeutsche.de/politik/demonstrationen-dresden-tausende-gehen-gegen-rechts-in-sachsen-auf-die-strasse-dpa.urn-newsml-dpa-com-20090101-240203-99-858631
Geretsried,04.02.2024,1000.0,2000.0,https://www.sueddeutsche.de/muenchen/wolfratshausen/penzberg-ist-bunt-landkreis-weilheim-schongau-demo-gegen-rechtsextremismus-geretsried-karl-lederer-platz-1.6343877
Gescher,04.02.2024,3300.0,,https://www.muensterschezeitung.de/lokales/bunter-widerstand-gegen-verfassungsfeinde-2913559?pid=true
Grevenbroich,04.02.2024,1500.0,,https://www.azonline.de/nrw/tausende-am-sonntag-bei-demos-gegen-rechts-2913050?&npg
Grimma,04.02.2024,750.0,,https://www.tag24.de/thema/demonstration/zusammen-gegen-rechts-anti-nazi-demo-in-grimma-auch-gegenprotest-erwartet-3086852
Halberstadt,04.02.2024,250.0,,https://www.mdr.de/nachrichten/sachsen-anhalt/demo-gegen-rechtsextremismus-weissenfels-magdeburg-100.html
Hallbergmoos,04.02.2024,300.0,,https://www.sueddeutsche.de/muenchen/freising/hallbergmoos-demo-300-gegen-rechtsextremismus-1.6343898
Hamburg,04.02.2024,300.0,,"https://www.ndr.de/nachrichten/hamburg/Demonstration-gegen-Rassismus-vor-dem-Hamburger-Rathaus,kurzehh6702.html"
