Ort,Datum,Mindestangabe Teilnehmerzahl,Höchstangabe Teilnehmerzahl,Link zum Bericht
Frankfurt (Oder),27.01.2024,4000.0,5000.0,https://taz.de/Demos-gegen-AfD-und-Rechtsextremismus/!5988275/
Freiburg im Breisgau,27.01.2024,150.0,200.0,
Freital,27.01.2024,80.0,,https://www.mdr.de/nachrichten/sachsen/dresden/dresden-radebeul/freital-afd-rede-gedenken-holocaust-100.html
Füssen,27.01.2024,500.0,1000.0,"https://www.br.de/nachrichten/bayern/demos-gegen-rechts-wichtiges-zeichen-fuer-die-demokratie,U2ZGwDv"
Gaggenau,27.01.2024,40.0,300.0,https://www.swr.de/swraktuell/baden-wuerttemberg/karlsruhe/proteste-gegen-rechts-bruchsal-rastatt-100.html
Gelnhausen,27.01.2024,1500.0,,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html"
Gelsenkirchen ,27.01.2024,6500.0,,https://www.wa.de/nordrhein-westfalen/demo-demonstration-gelsenkirchen-nrw-afd-rechts-samstag-heute-27-januar-protest-92791627.html
Gera,27.01.2024,400.0,,https://www.merkur.de/deutschland/thueringen/tausende-gegen-rechtsextremismus-korso-in-gera-zr-92799765.html
Glückstadt,27.01.2024,500.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html"
Göppingen,27.01.2024,1500.0,,https://www.swp.de/lokales/goeppingen/kundgebung-in-goeppingen-1500-menschen-demonstrieren-gegen-rechtsextreme-_-afd-spricht-von-_diffamierung_-72896437.html
Goslar,27.01.2024,4000.0,,"https://www.goslarsche.de/lokales/goslar_artikel,-demo-gegen-rechtsextreme-4000-stimmen-f%C3%BCr-demokratie-_arid,3070799.html"
Greven,27.01.2024,3500.0,4000.0,https://www.muensterschezeitung.de/lokales/staedte/greven/tausende-stellen-sich-gegen-rechts-2908744?&npg
Gummersbach,27.01.2024,2000.0,,https://www.ksta.de/region/demonstration-gegen-rechtsextremis-afd-protest-koeln-bruehl-troisdorf-oberberg-gedenken-holocaustopfer-727309
Haltern am See,27.01.2024,5000.0,,https://www.lokalkompass.de/haltern/c-politik/haltern-steht-auf-fuer-demokratie-respekt-und-vielfalt-und-gegen-rechts-die-afd-hat-hier-keine-chance-mehr_a1926712
Hamburg,27.01.2024,,,
Hamburg-Harburg,27.01.2024,1700.0,,"https://www.mopo.de/hamburg/demo-gegen-rechts-in-hamburg-harburg-1700-teilnehmer/#:~:text=Am%20Samstag%20–%20dem%20Holocaust%2DGedenktag,wurden%20im%20Vorfeld%201500%20Teilnehmende."
Hameln,27.01.2024,200.0,,https://www.radio-aktiv.de/2024/01/28/hameln-rund-200-demonstrierende-haben-gestern-ein-zeichen-gegen-rechtsextremismus-und-fuer-demokratie-gesetzt/
Hankensbüttel,27.01.2024,,,
Hannover,27.01.2024,1800.0,,"https://www.ndr.de/nachrichten/niedersachsen/Tausende-in-Niedersachsen-auf-Demos-gegen-Rechtsextremismus,rechtspopulismus106.html"
Harsewinkel,27.01.2024,400.0,,https://www.die-glocke.de/regionales/artikel/menschen-demonstrieren-in-beckum-und-guetersloh-gegen-rechts-1706275685
Hechingen,27.01.2024,500.0,,https://www.schwarzwaelder-bote.de/inhalt.demo-in-hechingen-starkes-zeichen-fuer-die-demokratie.e19560d4-fde6-47ac-a5ba-f1744a66afc3.html
"Heide, Dithmarschen ",27.01.2024,1500.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html"
Heidenheim,27.01.2024,,,
Heilbad Heiligenstadt,27.01.2024,2000.0,,https://www.thueringer-allgemeine.de/regionen/eichsfeld/article241518346/Das-Eichsfeld-setzt-ein-Zeichen.html
Herten,27.01.2024,1000.0,,https://www.recklinghaeuser-zeitung.de/herten/hertens-demo-gegen-rechts-hunderte-kommen-zur-kundgebung-am-otto-wels-platz-w836484-6000553578/
Herzberg Elster,27.01.2024,500.0,,"https://www.lr-online.de/lausitz/herzberg/demo-in-herzberg-500-menschen-setzen-zeichen-gegen-rassismus-72896541.html#:~:text=Herzberg%20hat%20am%20Samstagnachmittag%20(27,Schlieben%2C%20Elsterwerda%20oder%20Bad%20Liebenwerda."
Hildesheim,27.01.2024,7500.0,,https://www.presseportal.de/blaulicht/pm/57621/5701134
Hochheim am Main,27.01.2024,800.0,,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html"
Hof,27.01.2024,6000.0,,https://www.frankenpost.de/inhalt.am-samstag-hof-steht-auf-gegen-rechts.6bd82675-b943-4600-b3f7-b50591cd0643.html
Hofheim,27.01.2024,2000.0,,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html"
Holzminden,27.01.2024,2400.0,,https://meine-onlinezeitung.de/region-aktiv/38597-demo-fuer-demokratie-2400-menschen-zeigen-wie-bunt-holzminden-ist
Hude,27.01.2024,650.0,,https://www.dk-online.de/lokales/landkreis-oldenburg/artikel/in-hude-setzen-mehr-als-650-menschen-ein-zeichen-gegen-die-afd-46351612
Husum/Nordfriesland,27.01.2024,5000.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehr-als-30000-Menschen-demonstrieren-in-SH-gegen-Rechtsextremismus,demogegenrechts124.html"
Idar-Oberstein,27.01.2024,1000.0,,"https://www.rhein-zeitung.de/region/aus-den-lokalredaktionen/nahe-zeitung_artikel,-demonstration-gegen-rechts-mehr-als-1000-menschen-ziehen-durch-idaroberstein-_arid,2619073.html"
Idstein,27.01.2024,1500.0,,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html"
Ingolstadt,27.01.2024,6000.0,,https://www.donaukurier.de/lokales/ingolstadt/ab-11-uhr-live-im-ticker-breites-buendnis-ruft-zu-demo-auf-ingolstaedter-paradeplatz-auf-15304370
Isny im Allgäu,27.01.2024,500.0,,https://www.schwaebische.de/regional/allgaeu/isny/isny-demonstriert-fuer-demokratie-und-vielfalt-2227311
Issum,27.01.2024,700.0,,https://rp-online.de/nrw/staedte/geldern/demo-fuer-demokratie-im-altbierdorf-issum_aid-105950205
Jever,27.01.2024,1500.0,,"https://www.nwzonline.de/friesland/gegen-rechtsextremismus-in-jever-demonstrieren-mehr-als-1500-menschen_a_4,0,4082845482.html"
Kaiserslautern,27.01.2024,6000.0,,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html
Kamen,27.01.2024,3500.0,,https://www.hellwegeranzeiger.de/kamen/die-schoensten-bilder-von-der-demo-in-kamen-die-plakatmaler-waren-kreativ-w836178-p-1000994776/
Kempen,27.01.2024,2000.0,,https://rp-online.de/nrw/staedte/kempen/kempen-rund-2000-demonstrieren-gegen-extremismus_aid-105737059
Kiel,27.01.2024,11500.0,15000.0,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html"
Kirchheim unter Teck,27.01.2024,2000.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/weitere-demos-gegen-rechtsextremismus-auch-in-baden-wuerttemberg-100.html
Kitzingen,27.01.2024,1100.0,,https://www.mainfranken24.de/aktuelles/news/lokales/unterfranken-friedliche-demonstrationen-fuer-demokratie
Korbach,27.01.2024,1100.0,,https://www.hna.de/lokales/frankenberg/korbach-ort55370/1100-menschen-setzen-in-korbach-zeichen-fuer-die-demokratie-92799951.html
Landsberg am Lech,27.01.2024,2500.0,,https://www.merkur.de/lokales/landsberg-kreisbote/aufstehen-fuer-demokratie-500-in-landsberg-gegen-rechts-92799916.html
Lehnin,27.01.2024,300.0,,https://zauche365.de/2024/01/27/lehnin-zeigt-haltung-300-kundgebungsteilnehmer-gegen-rechtsextremismus-und-afd/
Lemgo,27.01.2024,1500.0,,https://www.lz.de/lippe/lemgo/23767567_Lipper-umarmen-die-Demokratie-in-Lemgo-und-Schoetmar.html
Leutkirch,27.01.2024,1000.0,,https://www.schwaebische.de/regional/allgaeu/leutkirch/mehr-als-erwartet-fast-1000-leutkircher-protestieren-gegen-rechts-2227317
Lindau,27.01.2024,2000.0,,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e"
Lindlar,27.01.2024,700.0,,https://www.rundschau-online.de/region/oberberg/tausende-oberberger-demonstrieren-gegen-rechtsextreme-727310
Lörrach,27.01.2024,2000.0,4000.0,https://www.swr.de/swraktuell/baden-wuerttemberg/suedbaden/demos-gegen-rechtsextremismus-in-suedbaden-100.html
Lübeck,27.01.2024,8000.0,,https://taz.de/Demos-gegen-AfD-und-Rechtsextremismus/!5988275/
Lüdinghausen,27.01.2024,700.0,,https://www.radiokiepenkerl.de/artikel/luedinghausen-demo-gegen-rechts-1886522.html
Lüneburg,27.01.2024,600.0,,https://www.landeszeitung.de/lokales/lueneburg-lk/lueneburg/gedenkveranstaltung-zur-befreiung-des-kz-auschwitz-birkenau-Z3DW6ZRHPRDGNLZ7W7V5AOZDZ4.html
Lünen,27.01.2024,2500.0,,https://www.ruhrnachrichten.de/luenen/2500-menschen-demonstrieren-gegen-rechts-in-luenen-ein-gigantisches-bild-w836518-2001082969/
Mannheim,27.01.2024,20000.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/weitere-demos-gegen-rechtsextremismus-auch-in-baden-wuerttemberg-100.html
Marburg,27.01.2024,16000.0,,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v7,demos-gegen-rechtsextremismus-100.html"
Marienthal,27.01.2024,,,
Marl,27.01.2024,4000.0,,https://www.marler-zeitung.de/marl/tausende-marler-gehen-fuer-toleranz-auf-die-strasse-die-bilder-von-der-demo-gegen-rechts-w836536-p-9000548774/
Mayen,27.01.2024,1000.0,,https://www.blick-aktuell.de/Politik/Rund-1000-Menschen-setzen-in-Mayen-deutliches-Zeichen-gegen-rechts-578755.html
Memmingen,27.01.2024,3300.0,4500.0,https://www.allgaeuer-zeitung.de/allgaeu/memmingen/nach-demo-gegen-rechts-wir-wollen-weiterhin-in-memmingen-praesent-sein_arid-693293
Menden,27.01.2024,3500.0,,https://www.wp.de/staedte/menden/3500-menschen-gehen-in-menden-fuer-demokratie-auf-die-strasse-id241516918.html
Michelstadt,27.01.2024,1000.0,1500.0,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html"
Moers,27.01.2024,8000.0,,https://www1.wdr.de/nachrichten/demos-gegen-rechts-afd-100.html
Mössingen,27.01.2024,800.0,,"https://www.gea.de/neckar-alb/kreis-tuebingen_artikel,-demos-gegen-rechtsextremismus-in-t%C3%BCbingen-m%C3%B6ssingen-und-hechingen-_arid,6858131.html"
Neuenhaus,27.01.2024,1500.0,,https://www.gn-online.de/neuenhaus/deutliches-zeichen-auch-in-neuenhaus-1500-demonstranten-525698.html
Neukirchen-Vluyn,27.01.2024,2000.0,,https://www.mein-krefeld.de/niederrhein/fuer-demokratie-und-gegen-rechts_aid-105947029
Neumarkt i.d.Opf.,27.01.2024,1500.0,,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e"
Neustadt an der Weinstraße,27.01.2024,1400.0,,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html
Nordenham,27.01.2024,1500.0,,https://www.nordsee-zeitung.de/Region/Wo-bei-uns-an-diesem-Wochenende-gegen-Rechtsextremismus-demonstriert-wird-187975.html
Oelde,27.01.2024,1000.0,,https://www.die-glocke.de/regionales/artikel/menschen-demonstrieren-in-beckum-und-guetersloh-gegen-rechts-1706275685
Oer-Erkenschwick,27.01.2024,600.0,,https://www.stimberg-zeitung.de/oer-erkenschwick/oer-erkenschwick-demonstration-live-afd-rechtsextremismus-protest-kundgebung-w835807-p-10000544648/
Offenbach,27.01.2024,300.0,,https://www.pfalz-express.de/mahnwache-fuer-die-wuerde-des-menschen-vor-afd-schulungszentrum-in-offenbach-27-januar-2024/
Öhringen,27.01.2024,2000.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/heilbronn/demonstrationen-in-heilbronn-franken-samstag-verkehrsbeeintraechtigungen-verkehr-102.html
Oranienburg,27.01.2024,1500.0,,https://www.moz.de/lokales/oranienburg/demo-gegen-rechts-in-oranienburg-die-infos-zur-kundgebung-_-zeitplan_-route-und-redner-72885315.html
Osdorf,27.01.2024,300.0,,https://www.shz.de/lokales/daenischer-wohld/artikel/in-osdorf-300-menschen-bei-mahnwache-gegen-rechtsextremismus-46350604
Osnabrück,27.01.2024,25000.0,,https://www.noz.de/lokales/osnabrueck/artikel/25000-menschen-feiern-fest-der-demokratie-in-osnabrueck-46322091
Osnabrück,27.01.2024,2200.0,,https://www.noz.de/lokales/osnabrueck/artikel/2200-menschen-bei-der-antifaschistischen-demo-in-osnabrueck-46351584
Papenburg,27.01.2024,3000.0,,https://www.emsvechtewelle.de/demonstration-in-papenburg-gegen-faschismus-und-fuer-vielfalt-und-toleranz/
Passau,27.01.2024,6000.0,,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e"
Pattensen,27.01.2024,300.0,,https://www.haz.de/lokales/umland/pattensen/pattensen-mehr-als-300-buerger-demonstrieren-gegen-rechtsextremismus-7VHW27JVTZCVJMA2YLNB6ITKPI.html
Plauen,27.01.2024,1800.0,,https://www.freiepresse.de/vogtland/plauen/deutlich-mehr-als-erwartet-1800-menschen-demonstrieren-in-plauen-gegen-rechtsextremismus-artikel13224180
Quedlinburg,27.01.2024,550.0,,
Rastatt,27.01.2024,1200.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/karlsruhe/proteste-gegen-rechts-bruchsal-rastatt-100.html
Rathenow,27.01.2024,400.0,,https://www.maz-online.de/lokales/havelland/rathenow/in-rathenow-setzen-400-teilnehmer-ein-lautes-signal-fuer-demokratie-und-gegen-rassismus-GA2F6T3GORHLFC56KI4QTA6EGY.html
Ratingen,27.01.2024,1500.0,2500.0,https://supertipp-online.de/top/hunderte-demonstrieren-in-ratingen-rote-karten-gegen-rechts-id355805
Ravensburg,27.01.2024,9000.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/weitere-demos-gegen-rechtsextremismus-auch-in-baden-wuerttemberg-100.html
Rees,27.01.2024,700.0,,https://www.nrz.de/staedte/emmerich-rees-isselburg/rees-ueber-700-teilnehmer-setzen-zeichen-gegen-rechts-id241521948.html
Regen,27.01.2024,800.0,,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e"
Regensburg,27.01.2024,2000.0,,https://www.mittelbayerische.de/lokales/stadt-regensburg/demo-trifft-auf-gegen-demo-am-regensburger-domplatz-15308801
Remscheid,27.01.2024,3500.0,,https://www.rga.de/lokales/remscheid/remscheid-demo-gegen-rechts-am-samstag-27-januar-im-liveticker-MA5S7XTB6BHUBPXGJVRZWZJGNA.html
Rendsburg,27.01.2024,2200.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehr-als-30000-Menschen-demonstrieren-in-SH-gegen-Rechtsextremismus,demogegenrechts124.html"
Rhede,27.01.2024,700.0,,https://www.radiowmw.de/artikel/4500-bis-5000-bei-borkener-demo-1886758.html
Rhodt,27.01.2024,200.0,,https://www.swr.de/swraktuell/rheinland-pfalz/ludwigshafen/pfalz-wohl-kleinste-dorf-demo-gegen-rechts-in-rhodt-unter-rietburg-100.html
Rinteln,27.01.2024,500.0,,https://www.szlz.de/lokales/schaumburg/rinteln/marktplatz-in-rinteln-voll-demonstration-gegen-rechtsextremismus-hat-begonnen-UL467VEOPNDBRKJDQZWBBJ5QSQ.html
Rösrath,27.01.2024,3500.0,,https://www.ksta.de/region/demonstration-gegen-rechtsextremis-afd-protest-koeln-bruehl-troisdorf-oberberg-gedenken-holocaustopfer-727309
Sangerhausen,27.01.2024,400.0,,https://www.mz.de/lokal/sangerhausen/gegen-rechtsextremismus-400-demonstrieren-in-sangerhausen-3775833
Schermbeck,27.01.2024,650.0,,https://schermbeck-online.de/schermbeck-demonstriert-gegen-rechts/
Schwabach,27.01.2024,5000.0,,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e"
Schwäbisch Gmünd,27.01.2024,3500.0,,https://www.gmuender-tagespost.de/ostalb/schwaebisch-gmuend/demonstration-und-kundgebung-gegen-rechtsextremismus-in-gmuend-92799511.html
Schwäbisch Hall,27.01.2024,3500.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/heilbronn/demonstrationen-in-heilbronn-franken-samstag-verkehrsbeeintraechtigungen-verkehr-102.html
Schweinfurt,27.01.2024,6500.0,,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e"
Schwentinental,27.01.2024,800.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Aktionen-in-SH-gegen-Rechtsextremismus-Erste-Demonstrationen-gestartet,demogegenrechts124.html"
Schwerte,27.01.2024,5000.0,,https://www.ruhrnachrichten.de/schwerte/schwerte-kundgebung-gegen-rechts-postplatz-5000-menschen-demonstrieren-w836512-p-2001082965/
Seehausen,27.01.2024,60.0,,
Siegburg,27.01.2024,,,
Sigmaringen,27.01.2024,2000.0,,https://www.tagesschau.de/inland/gesellschaft/demonstrationen-gegen-rechts-108.html
Singen,27.01.2024,4000.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/weitere-demos-gegen-rechtsextremismus-auch-in-baden-wuerttemberg-100.html
Sonthofen,27.01.2024,2000.0,,"https://www.br.de/nachrichten/bayern/erneut-zahlreiche-demos-gegen-rechtextremismus-in-bayern,U2YwW7e"
Steinfurt,27.01.2024,2000.0,,https://www.muensterschezeitung.de/lokales/staedte/steinfurt/kommentar-buerger-zeigen-ihre-haltung-2908604?pid=true
Stendal,27.01.2024,250.0,,
Storkow,27.01.2024,,,
Straubing,27.01.2024,3000.0,,https://www.np-coburg.de/inhalt.proteste-tausende-menschen-bei-demonstrationen-gegen-rechts-erwartet.0231d574-9ee4-40b1-a519-feb8084c5d4a.html
Stuttgart,27.01.2024,4000.0,,https://www.tagesschau.de/inland/regional/badenwuerttemberg/swr-wieder-mehr-als-ein-dutzend-demonstrationen-gegen-rechtsextremismus-in-bw-100.html
Tangerhütte,27.01.2024,100.0,,
Tangermünde,27.01.2024,300.0,,
Tarmstedt,27.01.2024,500.0,,https://www.zevener-zeitung.de/Zeven/Schweigen-ist-nicht-laut-genug-500-Menschen-demonstrieren-gegen-Fremdenhass-188133.html
Traunstein,27.01.2024,3000.0,,"https://www.traunsteiner-tagblatt.de/region/landkreis-traunstein/traunstein_artikel,-grosser-andrang-bei-demo-gegen-rechts-infos-fotos-und-videos-_arid,846882.html"
Trittau,27.01.2024,500.0,,"https://www.ndr.de/nachrichten/schleswig-holstein/Mehr-als-30000-Menschen-demonstrieren-in-SH-gegen-Rechtsextremismus,demogegenrechts124.html"
Troisdorf,27.01.2024,3000.0,,https://ga.de/region/sieg-und-rhein/troisdorf/demo-gegen-rechts-in-troisdorf_aid-105951673
Tübingen,27.01.2024,4000.0,6000.0,https://www.tagblatt.de/Nachrichten/Mehr-als-4000-bei-Kundgebung-und-Menschenkette-auf-Tuebinger-Marktplatz-617696.html
Uslar,27.01.2024,1000.0,,https://www.goettinger-tageblatt.de/lokales/northeim-lk/northeim/demos-gegen-rechts-in-suedniedersachsen-tausende-in-northeim-duderstadt-uslar-heiligenstadt-IODB4NB7HBHQ7NE4SCJNEQKHDY.html
Villingen-Schwenningen,27.01.2024,1200.0,3000.0,https://www.swr.de/swraktuell/baden-wuerttemberg/suedbaden/demos-gegen-rechtsextremismus-in-suedbaden-100.html
Waldshut-Tiengen,27.01.2024,1000.0,,
Waltrop,27.01.2024,2000.0,,https://www.waltroper-zeitung.de/waltrop/waltrop-ist-bunt-und-waltrop-ist-laut-2000-menschen-bei-demonstration-gegen-rechts-w836528-p-11000587894/
Warburg,27.01.2024,2000.0,,https://www.westfalen-blatt.de/owl/kreis-hoexter/warburg/demo-rechts-warburg-2908509?pid=true
Warendorf,27.01.2024,2000.0,,https://www.wa.de/nordrhein-westfalen/demo-warendorf-kundgebung-marktplatz-rechts-afd-parteien-spd-cdu-gruene-nrw-92793399.html
Wehrheim,27.01.2024,500.0,,"https://www.hessenschau.de/gesellschaft/demonstrationen-gegen-rechtsextremismus-16000-teilnehmer-in-marburg-v6,demos-gegen-rechtsextremismus-100.html"
Weimar,27.01.2024,1500.0,2000.0,https://www.merkur.de/deutschland/thueringen/tausende-gegen-rechtsextremismus-korso-in-gera-zr-92799765.html
Weißwasser/Oberlausitz,27.01.2024,150.0,,https://www.lr-online.de/lausitz/weisswasser/holocaust-gedenken-in-weisswasser-demokratie-bewegt-sich-zwischen-verteidigung-und-brueckenbau-72895655.html
Werl,27.01.2024,250.0,,https://www.soester-anzeiger.de/lokales/werl/demo-offenheit-rechtsextremismus-erneut-protest-hunderte-werl-afd-potsdam-92799694.html
Wermelskirchen,27.01.2024,3000.0,,https://rp-online.de/nrw/staedte/wermelskirchen/demonstration-nie-wieder-ist-jetzt-gegen-rechtsextremismus-in-wermelskirchen_aid-105370791
Wertheim,27.01.2024,1200.0,,https://www.swr.de/swraktuell/baden-wuerttemberg/heilbronn/demonstrationen-in-heilbronn-franken-samstag-verkehrsbeeintraechtigungen-verkehr-102.html
Winsen,27.01.2024,2000.0,,https://www.kreiszeitung-wochenblatt.de/winsen/c-panorama/ueber-2000-menschen-demonstrierten-gegen-rechts_a307613
Wismar,27.01.2024,1500.0,,https://taz.de/Demos-gegen-AfD-und-Rechtsextremismus/!5988275/
Wittenberg (Lutherstadt),27.01.2024,1200.0,,https://www.mdr.de/nachrichten/deutschland/gesellschaft/hunderttausende-demonstration-gegen-rechts-afd-100.html
Wittlich,27.01.2024,500.0,1000.0,https://www.volksfreund.de/region/mosel-wittlich-hunsrueck/wittlich-das-war-die-demo-gegen-rechts_aid-105948195
Wittstock (Dosse),27.01.2024,300.0,,https://www.maz-online.de/lokales/ostprignitz-ruppin/wittstock-dosse/hunderte-gehen-in-wittstock-fuer-demokratie-auf-die-strasse-7CS3R4QSGFGGFAIA4PMQTNPMJY.html
Witzenhausen,27.01.2024,700.0,,https://www.hna.de/lokales/witzenhausen/witzenhausen-ort44473/mehr-als-700-menschen-demonstrieren-in-witzenhausen-92801006.html
Wolgast,27.01.2024,170.0,,"https://www.ndr.de/nachrichten/mecklenburg-vorpommern/Erneute-Proteste-gegen-Rechtsruck-Menschen-in-MV-gehen-auf-die-Strasse,demowismar104.html"
Worms,27.01.2024,4000.0,,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html
Wunsiedel,27.01.2024,150.0,,https://www.frankenpost.de/inhalt.gedenktag-in-wunsiedel-bunter-protest-begleitet-afd-feier.1056a9f7-3b56-4040-bd84-3da57a268046.html
Xanten,27.01.2024,1000.0,,https://rp-online.de/nrw/staedte/xanten/xanten-demo-gegen-rechtsextremismus-rund-1000-menschen-setzen-ein-zeichen_bid-105938653#0
Zossen,27.01.2024,200.0,,https://www.maz-online.de/lokales/teltow-flaeming/rangsdorf/demos-gegen-rechts-in-rangsdorf-und-zossen-mit-600-und-200-teilnehmern-YSJTEQ2R7VEBFLSWTLRVCM56XI.html
Zweibrücken,27.01.2024,600.0,,https://www.tagesschau.de/inland/regional/rheinlandpfalz/swr-landesweit-viele-demonstrationen-gegen-rechtsextremismus-angemeldet-100.html
Ahrweiler,28.01.2024,4500.0,,https://www.volksfreund.de/region/rheinland-pfalz/zehntausende-bei-demonstrationen-gegen-rechtsextremismus_aid-105980825
Altenburg,28.01.2024,2100.0,,https://www.lvz.de/lokales/altenburger-land/altenburg-demo-gegen-rechtsextremismus-2100-personen-beim-protest-VPRBZZPLXJE2HATUGKHUHHNPNY.html
Aschersleben,28.01.2024,550.0,,https://www.mdr.de/video/mdr-videos/a/video-793656.html
Bad Gandersheim,28.01.2024,400.0,,https://www.goettinger-tageblatt.de/lokales/northeim-lk/northeim/demos-gegen-rechts-in-suedniedersachsen-tausende-in-northeim-duderstadt-uslar-heiligenstadt-IODB4NB7HBHQ7NE4SCJNEQKHDY.html
Bad Krozingen,28.01.2024,1000.0,,https://www.badische-zeitung.de/fotos-rund-tausend-menschen-demonstrieren-in-bad-krozingen-gegen-rechtsextremismus
Bad Neuen-Ahrweiler,28.01.2024,4500.0,,https://live.vodafone.de/regional/rheinlandpfalz_saarland/deutlich-mehr-teilnehmer-als-erwartet-bei-demonstration/12476191
Bad Tölz,28.01.2024,1000.0,,https://www.merkur.de/lokales/bad-toelz/bad-toelz-ort28297/demo-gegen-rechts-haben-aus-der-geschichte-gelernt-92800784.html
Bernkastel-Kues,28.01.2024,1500.0,,https://www.volksfreund.de/fotos/regionale-fotostrecken/fotos-das-war-die-demonstration-in-bernkastel-kues_bid-105976597
Boppard,28.01.2024,450.0,,https://www.swr.de/swraktuell/rheinland-pfalz/koblenz/wieder-demonstration-gegen-rechtsextremismus-fuer-demokratie-im-norden-von-rlp-100.html
Bremerhaven,28.01.2024,7000.0,,https://www.nordsee-zeitung.de/Bremerhaven/Heute-ab-15-Uhr-wird-in-Bremerhaven-gegen-Fremdenhass-demonstriert-188182.html
Calw,28.01.2024,1000.0,,https://www.schwarzwaelder-bote.de/inhalt.mahnwache-calwer-stemmen-sich-gegen-rechtsruck.d423ae23-1c17-4bee-83aa-fde47d77800b.html
Cochem,28.01.2024,800.0,,https://www.swr.de/swraktuell/rheinland-pfalz/koblenz/wieder-demonstration-gegen-rechtsextremismus-fuer-demokratie-im-norden-von-rlp-100.html
Dachau,28.01.2024,3500.0,,https://www.merkur.de/lokales/dachau/dachau-ort28553/3500-menschen-protestieren-in-dachau-gegen-rechts-92800939.html
Dallgow,28.01.2024,500.0,,https://www.dallgow.de/news/1/905656/nachrichten/friedlicher-protest-gegen-rechtsextremismus.html
Delitzsch,28.01.2024,200.0,,https://www.lvz.de/lokales/nordsachsen/delitzsch/hunderte-menschen-demonstrieren-in-delitzsch-gegen-rechts-und-die-afd-OCU55BYBZBBPHCH6RS2E4NTIOE.html
Demmin,28.01.2024,500.0,,https://www.nordkurier.de/regional/demmin/kundgebung-fuer-demokratie-in-der-hansestadt-demmin-2224072
Dormagen,28.01.2024,5000.0,,https://rp-online.de/nrw/staedte/dormagen/dormagen-ueber-5000-dormagener-setzten-zeichen-gegen-rechtsradikalismus_aid-105813081
Duderstadt,28.01.2024,3000.0,,https://www.goettinger-tageblatt.de/lokales/goettingen-lk/duderstadt/demonstration-gegen-rechts-in-duderstadt-so-lief-der-protest-am-28-januar-L464R4VNRBFKNM2LJ4CSNHYJAY.html
Dülmen,28.01.2024,4500.0,,https://www.dzonline.de/duelmen/liveticker-demo-gegen-rechts-in-duelmen-2908986?utm_source=RSS
